taxon	n	OR	b	se	p	qp	or_eg	p_eg	pleio_p	p_wm	fdr
genus.Peptococcus.id.2037	13	0.9851690411505888	-0.014942037152974787	0.027437446028622636	0.5860385822448871	0.07488410250420832	1.0032296165827455	0.9775004167279295	0.8695144994380147	0.471550162242506	0.9495056541724328
genus.LachnospiraceaeFCS020group.id.11314	11	1.0174627597461159	0.01731203790670857	0.03275887098189116	0.5971740670440555	0.3327830838908987	0.9935569092103846	0.9358411899838617	0.7424245317623045	0.7594534321383362	0.9495056541724328
genus.Intestinibacter.id.11345	13	0.9791397584070797	-0.021080890351184156	0.04014808088938947	0.5995286862467466	0.05153928894340013	1.1417534559661626	0.3695412282219434	0.2826448697390491	0.5339770418607228	0.9495056541724328
genus.Odoribacter.id.952	8	0.9743855380274735	-0.025948224062474583	0.049583051247710994	0.6007456680405353	0.24607891467466575	0.6858311929264164	0.00898982508026046	0.010037162891707333	0.5216554479601461	0.9495056541724328
family.FamilyXIII.id.1957	11	0.9772480051406738	-0.0230148156100319	0.04423393708919061	0.6028561005957654	0.17074834468579703	0.9046333545505355	0.5316296642570763	0.6122802835763125	0.5709995323994284	0.9495056541724328
genus.Subdoligranulum.id.2070	10	0.9772012751263708	-0.0230626347218234	0.04446364902453167	0.6039803149070837	0.18191278246933623	1.0693309154620725	0.5625260114838422	0.4003485750980301	0.5969116098082496	0.9495056541724328
genus.Romboutsia.id.11347	14	0.984005220754427	-0.01612407629921565	0.031243855837667738	0.605804187312904	0.31558030353591743	1.0166776192641311	0.8507317187964039	0.689235123208799	0.7242129144227356	0.9495056541724328
order.Actinomycetales.id.420	7	0.9814606258923682	-0.01871338232871235	0.036559438960044204	0.6087476946432014	0.29378967513723936	0.8374638663498944	0.12814312212923662	0.14541579763941787	0.45841440408846124	0.9495056541724328
family.Actinomycetaceae.id.421	7	0.9815555307060221	-0.01861668947836687	0.036553775794833744	0.6105448057296099	0.2935252895918576	0.838311377151932	0.1306835425973031	0.14815605199709025	0.4595796042250304	0.9495056541724328
genus..Eubacteriumruminantiumgroup.id.11340	18	1.0114071353676677	0.011342564580196009	0.022304714439141667	0.6110833356091752	0.29420696556796994	0.9738319539694352	0.759018033327463	0.6498930792450572	0.2915708093877981	0.9495056541724328
genus.Streptococcus.id.1853	17	1.0186822908409212	0.018509920385936993	0.03649320974353939	0.6120036443955017	0.10435525544140814	1.1310480290678768	0.3864606637035682	0.44374865074319014	0.4197042816690405	0.9495056541724328
genus.LachnospiraceaeNK4A136group.id.11319	15	0.9834355451024447	-0.01670317954622468	0.033532157268875706	0.6183964933534887	0.20791215149965112	0.9781184249866454	0.7657612573903897	0.9336389780074457	0.9587729643814501	0.9498520956858136
genus..Ruminococcustorquesgroup.id.14377	9	0.9704101079402229	-0.030036505144980304	0.06584506170346326	0.6482681367550003	0.002025367762738692	1.0273297846600877	0.8729712104042512	0.709556510035475	0.8227231102525219	0.9498520956858136
genus.Methanobrevibacter.id.123	6	0.9871409436146867	-0.012942449728726838	0.028896463537813284	0.6542322691787124	0.20984357278214116	0.9201381464349726	0.49787078350518826	0.5488086534557122	0.2227354748869942	0.9498520956858136
genus.unknowngenus.id.959	13	1.0088034374450985	0.00876491312222264	0.01963499544550543	0.6553138076637016	0.8343011687991991	1.1054757678927596	0.2989291516263964	0.3346300154935017	0.34312392353702914	0.9498520956858136
genus..Eubacteriumfissicatenagroup.id.14373	10	0.9907979280453976	-0.009244672562702479	0.020739660097064672	0.6557789200306702	0.41086148010809215	0.9752153350018383	0.8353063816500741	0.8935485000309974	0.48796065140156075	0.9498520956858136
genus.Turicibacter.id.2162	10	0.9869106522032589	-0.013175768263014824	0.030101370619344515	0.6615941753104732	0.4615463123038035	1.1386804858653417	0.3314199864840287	0.2754522129263786	0.6827500810689182	0.9498520956858136
genus.Barnesiella.id.944	14	0.9858659581621294	-0.014234878689704359	0.03297779787425455	0.6659955428045183	0.6113315372350252	1.1113047005274819	0.31576766798831124	0.2374810817078658	0.368143839999001	0.9498520956858136
genus.Anaerotruncus.id.2054	12	1.0262682308622293	0.02592914616968944	0.06180239754665543	0.6748148089886754	0.0005889531384173641	1.0945014104902975	0.6417116704491851	0.7234581289556873	0.3803045441865083	0.9498520956858136
genus.Senegalimassilia.id.11160	5	0.9778091413508129	-0.022440779984981594	0.05348893690491516	0.674821098934895	0.08053511456061384	0.9641496478048792	0.8749898727930845	0.9494037226249838	0.5676343552941268	0.9498520956858136
genus.unknowngenus.id.1000005479	8	0.9864489671693808	-0.013643686059415861	0.032706443162214036	0.6765643721466169	0.3327907986449552	0.9388986829500935	0.6558315088643623	0.7168232622393288	0.9471593286737253	0.9498520956858136
family.BacteroidalesS24.7group.id.11173	8	0.9864489671693808	-0.013643686059415861	0.032706443162214036	0.6765643721466169	0.3327907986449552	0.9388986829500935	0.6558315088643623	0.7168232622393288	0.9458751775766031	0.9498520956858136
genus.Bilophila.id.3170	13	0.9868341565765616	-0.013253281451543947	0.031785968352412465	0.6767121740099091	0.8500069351991295	1.0069627105760603	0.9574984478597022	0.8742814722707544	0.9178930052274016	0.9498520956858136
genus.Coprococcus3.id.11303	10	1.0173934888271128	0.017243953569961456	0.04136938622947766	0.6768036007410423	0.8951459780570604	1.040629133352376	0.755966610821389	0.8555640788110456	0.48382816027379594	0.9498520956858136
phylum.Euryarchaeota.id.55	11	1.0113377346379657	0.011273944230928874	0.028058360589338905	0.6878287315888343	0.011752599852436606	0.8348335351789793	0.12055746593727674	0.09344714470884245	0.30124874380913824	0.9498520956858136
genus.Lactobacillus.id.1837	10	0.9899118368320022	-0.01013939352406631	0.02554894780540493	0.691469602776396	0.5538202290738862	1.0227925570220042	0.7695003893490902	0.653293765888693	0.88039693689421	0.9498520956858136
genus.LachnospiraceaeUCG010.id.11330	10	0.9825965106354836	-0.017556710408501066	0.04723967119170975	0.7101520914653843	0.04211599011202939	0.954786421574655	0.7347023711430191	0.8198914486820645	0.7423028889575669	0.9498520956858136
genus.Dorea.id.1997	11	1.0141040530529712	0.01400551632733496	0.038125781764919556	0.7133577591281508	0.5777670485704587	1.1234664437314261	0.20800497808477095	0.22593585604923505	0.8307341493866922	0.9498520956858136
family.Streptococcaceae.id.1850	16	0.9833899199841164	-0.01674957422551508	0.045870437784169486	0.7149997017573494	0.00420771984579899	1.1265142692810801	0.5394791071646878	0.47142947574435184	0.49124148534490986	0.9498520956858136
genus.Ruminococcus1.id.11373	10	1.0148038625789395	0.014695354982237565	0.04037054797837201	0.7158492136808601	0.6137059452886451	1.099130134610293	0.37159345043743514	0.41505783849999106	0.33408385529176976	0.9498520956858136
genus.Desulfovibrio.id.3173	10	0.988993142637951	-0.01106788101546361	0.030641098546087365	0.7179422278627698	0.8100518573038774	1.0066011459456539	0.9325582767893301	0.8103655732139206	0.4819229061013033	0.9498520956858136
order.Coriobacteriales.id.810	17	1.0120408961051854	0.011968981219896304	0.033773172834590554	0.7230442648814871	0.43174641305580214	1.178490302354195	0.24114466561842882	0.26103073687677364	0.8548986244193146	0.9498520956858136
class.Coriobacteriia.id.809	17	1.0120408961051854	0.011968981219896304	0.033773172834590554	0.7230442648814871	0.43174641305580214	1.178490302354195	0.24114466561842882	0.26103073687677364	0.8559860384929023	0.9498520956858136
family.Coriobacteriaceae.id.811	17	1.0120408961051854	0.011968981219896304	0.033773172834590554	0.7230442648814871	0.43174641305580214	1.178490302354195	0.24114466561842882	0.26103073687677364	0.8574586676508434	0.9498520956858136
genus.CandidatusSoleaferrea.id.11350	11	0.9900531590223494	-0.00999664131290798	0.028381854721337266	0.7246736900186612	0.21734895222821277	1.0442456849658408	0.8971289223418457	0.8730584851660419	0.35973209250179483	0.9498520956858136
genus.Erysipelatoclostridium.id.11381	15	1.00893740694752	0.008897704707416274	0.025366926849644207	0.7257683654704721	0.9301209724086988	1.0844970232383266	0.26635218776483777	0.3040208333463991	0.708398776675984	0.9498520956858136
genus.Anaerofilum.id.2053	11	0.9918741891798062	-0.00815900516387085	0.023574377149173945	0.7292703293891081	0.2990204543077792	0.8963792312974628	0.412485878308166	0.43899418654208916	0.807507879484316	0.9498520956858136
genus.Oscillospira.id.2064	10	0.9853859313779277	-0.014721906041446839	0.04496856565691352	0.7433788598943217	0.060456036259528965	0.7043231701534486	0.07275608924221355	0.07659368198982637	0.6327439995003412	0.9537853617126961
genus..Eubacteriumeligensgroup.id.14372	7	1.021228615486291	0.021006427424532688	0.06463374160189889	0.7451756688129767	0.08123990440053538	1.087663672477509	0.7902855876271155	0.8371508954762318	0.3736880903505937	0.9537853617126961
genus.Holdemanella.id.11393	11	0.9876978789639218	-0.012378418520070841	0.03824295236448901	0.7461815079735118	0.01449899039368086	1.0771957044820482	0.5455075932029847	0.45759145749174274	0.2922868472715823	0.9537853617126961
phylum.Verrucomicrobia.id.3982	12	0.9889102365523215	-0.011151713306313047	0.03678320715757645	0.7617572360339698	0.0892907688947837	1.0406764179172658	0.7011046822641945	0.5972121095746459	0.8658976233617967	0.9537853617126961
genus.Prevotella7.id.11182	11	1.0061694448127012	0.006150491701555362	0.020663134379751803	0.7659662543473945	0.22889306605219484	1.117767552412149	0.43139873557306874	0.4510526934947203	0.8569751013253365	0.9537853617126961
family.Peptococcaceae.id.2024	10	1.0088307594281254	0.008791996310117485	0.030903508867599988	0.776028522427159	0.6195579984748343	0.9810917686068431	0.8068073477764344	0.6997705076496219	0.7853925963181494	0.9537853617126961
genus.Terrisporobacter.id.11348	5	1.0095539271391765	0.009508576996454137	0.03408198118077938	0.7802514842693179	0.5011898342219246	1.0066654687204746	0.9479786263153469	0.9756799842912544	0.6376756527204188	0.9537853617126961
genus.RuminococcaceaeNK4A214group.id.11358	13	1.009382666543869	0.00933892273761915	0.034206098715169476	0.7848384334170843	0.8500268214809923	1.0070756519030477	0.9438998004849044	0.9810143275273425	0.9923814322217704	0.9537853617126961
family.Verrucomicrobiaceae.id.4036	12	0.9904662796365522	-0.009579457202385707	0.03557938291643761	0.7877436134875634	0.2153148740521752	1.0484512211630523	0.7506472534200412	0.6930752619699695	0.9657470808181715	0.9537853617126961
genus.Akkermansia.id.4037	12	0.9904945529818439	-0.009550912119789333	0.035573281505856785	0.7883255946310711	0.21528744977890216	1.0486710496864866	0.7491004836122767	0.6915371231170505	0.9665462478664378	0.9537853617126961
order.Verrucomicrobiales.id.4030	12	0.9905034981686717	-0.009541881129756105	0.035575422960233895	0.7885334171618275	0.2152776769087158	1.0490052446945366	0.7478626630834568	0.6904503010576193	0.965903445233539	0.9537853617126961
class.Verrucomicrobiae.id.4029	12	0.9905034981686717	-0.009541881129756105	0.035575422960233895	0.7885334171618275	0.2152776769087158	1.0490052446945366	0.7478626630834568	0.6904503010576193	0.9664856609172188	0.9537853617126961
genus.unknowngenus.id.2071	16	0.9901538571048519	-0.009894936711551361	0.037347570296960925	0.7910542099512883	0.025020091529354048	1.1464891266143327	0.45587316047747733	0.4142252832064929	0.792154087101273	0.9537853617126961
genus.Butyricicoccus.id.2055	8	1.0170363825903854	0.016892890851691194	0.07040012367088624	0.8103648210012504	0.0001610880000819044	0.9528640593476786	0.7246221128351806	0.5680156208037779	0.9656282512246899	0.969206676576514
family.Rikenellaceae.id.967	22	1.0080273039472718	0.007995256531601559	0.03393361412547146	0.8137317063384958	0.051404671352662766	1.0143169410286819	0.9083912902396105	0.95810192371737	0.27098136152170793	0.969206676576514
genus.Tyzzerella3.id.11335	13	1.006646607135115	0.006624615833157667	0.02922668920971329	0.8206856197115214	0.008803327157581238	0.956073093920474	0.7966853898657226	0.763950832022661	0.3949972125289908	0.969206676576514
genus.DefluviitaleaceaeUCG011.id.11287	9	0.9924747004428326	-0.007553757483386071	0.0336181016455424	0.8222179862900285	0.261159262136029	0.8788734029996607	0.31502374952066053	0.32382707546099654	0.9430170325737987	0.969206676576514
family.Christensenellaceae.id.1866	11	0.9902927802045083	-0.009754641994928348	0.04631961106971985	0.8332039291577407	0.015357707300199419	0.9379615970718951	0.5237549241659817	0.5338843224092851	0.6891997938695544	0.9767001614015739
order.Bacillales.id.1674	9	0.9953736935798267	-0.004637040895831015	0.023057627535712753	0.8406152275422446	0.1831410471892345	0.9730747123392814	0.8120778029635286	0.8394961481603226	0.46450834314162115	0.9799437182951029
genus..Eubacteriumventriosumgroup.id.11341	15	0.9935737450552721	-0.0064469922107479455	0.03325916595700476	0.8463003301452614	0.6595372200760186	0.9939621067813609	0.967245607880657	0.997835281705566	0.923590809642905	0.981150382750825
genus.unknowngenus.id.2041	12	0.9926750579294562	-0.007351901188707189	0.040379899850202204	0.8555290972945693	0.004390188557060819	1.107149129586471	0.45930974094942495	0.40593572895898317	0.6557080754859501	0.9837455022348355
family.Enterobacteriaceae.id.3469	7	1.0073653624013403	0.00733837057504707	0.04429033850958781	0.868402615087305	0.434095988020045	0.9327504792241713	0.820516191415664	0.7994466375519816	0.9756312564832	0.9837455022348355
order.Enterobacteriales.id.3468	7	1.0073653624013403	0.00733837057504707	0.04429033850958781	0.868402615087305	0.434095988020045	0.9327504792241713	0.820516191415664	0.7994466375519816	0.9750079816805504	0.9837455022348355
genus.Olsenella.id.822	11	0.9962176643473354	-0.003789506772257848	0.024397897346783264	0.8765682299401175	0.06397577498817092	0.977066815223155	0.8079120120079762	0.832286722055874	0.9672116458786175	0.9837455022348355
genus.Hungatella.id.11306	6	1.0043398574115094	0.004330467388105758	0.028947912524926768	0.8810840329080138	0.40022334534156023	1.2174799273051191	0.3701404386133593	0.3749089448913065	0.38308657741596575	0.9837455022348355
genus..Eubacteriumhalliigroup.id.11338	17	1.0060322414693703	0.006014120338307959	0.04083346737532581	0.8829077849477013	0.004257847058480192	1.0390827984722382	0.6532162404085997	0.6615479335584037	0.6972014086341147	0.9837455022348355
genus.Blautia.id.1992	13	1.0063313312597895	0.006311372581068278	0.044099296560665545	0.8861975363381904	0.06955089420991298	1.0942908336832742	0.4010472143379782	0.3872921357450433	0.9856268096856614	0.9837455022348355
family.Peptostreptococcaceae.id.2042	14	1.0039473432020565	0.003939572884241074	0.03012542307183991	0.8959553831200617	0.8000547348380349	1.0449473144246033	0.4586068056427161	0.45392215378039824	0.9157267235163123	0.9837455022348355
genus..Ruminococcusgnavusgroup.id.14376	12	0.9959325336437707	-0.004075760997264861	0.03200600112106658	0.8986684139812398	0.028947305156918464	1.1673702402539778	0.32837313292376974	0.3059699034791966	0.30545561921804365	0.9837455022348355
class.Methanobacteria.id.119	10	1.0030908498422757	0.0030860829858011768	0.02734386967023997	0.9101399875409748	0.036130546727019625	0.8933442046415853	0.3427821678149844	0.31672652646123123	0.2866405244441522	0.9837455022348355
family.Methanobacteriaceae.id.121	10	1.0030908498422757	0.0030860829858011768	0.02734386967023997	0.9101399875409748	0.036130546727019625	0.8933442046415853	0.3427821678149844	0.31672652646123123	0.3103622799042617	0.9837455022348355
order.Methanobacteriales.id.120	10	1.0030908498422757	0.0030860829858011768	0.02734386967023997	0.9101399875409748	0.036130546727019625	0.8933442046415853	0.3427821678149844	0.31672652646123123	0.2930713876515718	0.9837455022348355
genus.Alloprevotella.id.961	6	1.004757059909842	0.004745780856294059	0.04329289401222168	0.9127104954627787	0.0018928882961806504	0.9482649056440566	0.9121413363553653	0.9037965439312601	0.5776002541202214	0.9837455022348355
family.Desulfovibrionaceae.id.3169	10	1.00476716951729	0.00475584254880799	0.04457309461491659	0.9150288808086329	0.10790315227902768	0.8508335330113184	0.13511334830496396	0.09815372487659733	0.19867257279657546	0.9837455022348355
family.FamilyXI.id.1936	8	0.9975305891164297	-0.0024724649074221185	0.026476050735943096	0.9255977394285871	0.08088218960489829	1.1901973084270823	0.3540887776176476	0.34258265368768437	0.7119408386642339	0.9837455022348355
family.Pasteurellaceae.id.3689	14	0.9976425884322185	-0.0023601946371850893	0.027845254443630008	0.9324513130317154	0.17632080866964323	0.9655228977784766	0.6064933323877317	0.5944616010519141	0.8092710571756725	0.9837455022348355
order.Pasteurellales.id.3688	14	0.9976425884322185	-0.0023601946371850893	0.027845254443630008	0.9324513130317154	0.17632080866964323	0.9655228977784766	0.6064933323877317	0.5944616010519141	0.8169837651278833	0.9837455022348355
genus..Eubacteriumxylanophilumgroup.id.14375	9	1.0051292884237266	0.005116178434693098	0.060367929263413125	0.9324601916917872	0.019770063703680528	1.013649025246597	0.951066652218428	0.9680195749065739	0.876804692634864	0.9837455022348355
family.Defluviitaleaceae.id.1924	11	0.9981120485745447	-0.0018897358520419735	0.031057952163031973	0.95148227357086	0.2654310156754621	0.9414114562395711	0.5941938060811385	0.5892630630881448	0.9760368722504648	0.998819700116674
genus.Butyrivibrio.id.1993	15	0.9993392529479638	-0.0006609654415750166	0.01905023529020469	0.9723222142563445	0.08076606882828721	1.0322603006749431	0.7321581280046565	0.720491557930087	0.8768655019795476	0.9992702417245659
genus.Catenibacterium.id.2153	5	1.0014345037204992	0.0014334758029542374	0.04205750863321104	0.9728104008376766	0.03414909275943765	0.5970833320985901	0.19340213744083434	0.19039243044286355	0.9885487981982566	0.9992702417245659
family.Veillonellaceae.id.2172	19	0.9991706330981363	-0.0008297110168708862	0.03097817681700279	0.9786322328946238	0.09277340955454641	0.9440002913412712	0.3949562837082293	0.3435088321375875	0.2934694875150784	0.9992702417245659
genus.unknowngenus.id.2755	13	0.9992560804569494	-0.0007441963885028921	0.03683479307993449	0.9838809352318661	0.008750594088777746	1.2516082917130484	0.14247421442668373	0.13054489038366332	0.5569685425610722	0.9992702417245659
genus.Coprobacter.id.949	11	1.0007187574591965	0.0007184992767601252	0.035665414926276236	0.9839272666109364	0.01616216866297232	1.121247203308579	0.4092868347353927	0.3947039446825686	0.8167130496926229	0.9992702417245659
genus.RuminococcaceaeUCG002.id.11360	22	0.9993772281892803	-0.0006229658136342895	0.04021160696122305	0.9876395160493419	0.00021346269777328542	1.0492820336497914	0.6761256821948055	0.6500986994914908	0.9825356619296293	0.9992702417245659
genus.Sellimonas.id.14369	11	0.9997842370456705	-0.00021578623450445742	0.021814964785299908	0.9921077251795397	0.1562697862547432	1.0849052068448248	0.5654083480629346	0.559101437088911	0.40310128434256765	0.9992702417245659
family.Rhodospirillaceae.id.2717	15	1.0002256919863588	0.00022566652175384818	0.024299068222003332	0.9925901172955431	0.6648783612636172	0.9859032380538519	0.9072493386981513	0.9040590697762015	0.7900308769622235	0.9992702417245659
genus.Haemophilus.id.3698	9	0.9997449601995227	-0.0002550723286579239	0.03899155943064054	0.9947804903333842	0.04112205801636589	0.9543663160167489	0.6413644689250563	0.6092865852338387	0.6019632320895419	0.9992702417245659
genus.RuminococcaceaeUCG010.id.11367	6	0.9999493934210752	-5.060785948080972e-05	0.055332327792113944	0.9992702417245659	0.20099128034835614	1.172226111583359	0.4791067148438652	0.46194773438416376	0.9624642217895699	0.9992702417245659
