taxon	committed_n	A_n	B_n	committed_p	A_p	B_p	committed_b	B_b	committed_se	B_se	committed_p_egger	A_p_egger	B_p_egger	committed_q_p	A_q_p	B_q_p	reproduces_A	reproduces_B
genus.Intestinibacter.id.11345	14	15	14	0.1792966128516786	0.11081970620549761	0.17927615634161354		0.07959244160163595		0.05926523239649256	0.3178126966001431	0.06029308502443399	0.31774967118753983	0.9021522095682828	0.9125296225844153	0.9021493541211861	False	False
genus.Phascolarctobacterium.id.2168	9	10	9	0.1810911787998129	0.22656726527283122	0.18109117879981296		-0.09630667916979185		0.07201022495324658	0.4075930342023898	0.06516978585367311	0.40759303420238996	0.8186156704558792	0.8534452350639838	0.8186156704558792	False	True
order.Desulfovibrionales.id.3156	12	12	12	0.1811146120205606	0.1158107324312299	0.18111461202056067		-0.10613536329151155		0.07936356986218768	0.9568091073746984	0.18748876742141304	0.9568091073746979	0.1730467061530657	0.17304670615306586	0.17304670615306586	False	True
family.Lactobacillaceae.id.1836	9	11	9	0.1827572163825014	0.05918995108517856	0.18275721638250142		0.12482700274582949		0.09369191970728862	0.9436446619612554	0.026434150071120422	0.9436446619612556	0.0010554364389389	0.0012609115563978527	0.0010554364389389298	False	True
genus.Oscillibacter.id.2063	13	14	13	0.194408106543139	0.3908871908747169	0.194408106543139		-0.07625056687408786		0.058760565577874416	0.879553868069821	0.7635099200851063	0.8795538680698206	0.2226755553561294	0.06381931463406024	0.2226755553561295	False	True
order.Burkholderiales.id.2874	10	11	10	0.1956879977906147	0.08031591808888046	0.19568799779061474		-0.1301294422035715		0.10056879080203458	0.398182422912018	0.15797951974710026	0.39818242291201705	0.1340183241457368	0.18316821961536334	0.13401832414573706	False	True
genus.unknowngenus.id.1868	9	10	9	0.2107980895181731	0.15979530051175017	0.21079808951817314		-0.09706103610574561		0.07756357626559045	0.1651427400983303	0.413309222148467	0.16514274009832983	0.2230230505181261	0.29032683596704817	0.22302305051812615	False	True
genus.Olsenella.id.822	11	11	11	0.2215683093819211	0.15221236882675068	0.22156830938192118		0.05305526049438144		0.04340365520654705	0.5445253347054853	0.082944169179545	0.5445253347054859	0.1861775711411039	0.18617757114110378	0.18617757114110378	False	True
genus.Lactobacillus.id.1837	8	8	8	0.2260563744416283	0.029380591092109547	0.2260563744416283		0.1141802755542274		0.09431864562535988	0.8269055474628726	0.08275927655691087	0.8269055474628719	0.0019489522459376	0.0019489522459376315	0.0019489522459376315	False	True
genus.Coprococcus3.id.11303	10	11	10	0.236724171889422	0.07829823636186078	0.23672417188942219		0.14133893542457854		0.11945335583199178	0.8464642428532022	0.27710703576865114	0.8464642428532021	0.0353046356382034	0.055149677182092516	0.035304635638203435	False	True
genus.LachnospiraceaeUCG010.id.11330	10	10	10	0.2395281190026164	0.19438164230094024	0.2395281190026164		-0.09898042349029018		0.0841550708804053	0.7018093646426609	0.2975059415126868	0.7018093646426609	0.2787052651789149	0.27870526517891475	0.27870526517891475	False	True
genus..Ruminococcustorquesgroup.id.14377	9	13	9	0.2452280768260226	0.20764846883350174	0.24522807682602266		-0.1376599657432484		0.11846627453247005	0.3111504389420833	0.01219902047584665	0.31115043894208355	0.1310523561796606	0.3440593090918781	0.13105235617966063	False	True
class.Deltaproteobacteria.id.3087	13	13	13	0.2469349512489591	0.21697214681913324	0.24693495124895914		-0.08137731545765621		0.07028456634493067	0.8941919039236291	0.24613497196327008	0.8941919039236295	0.3239768765075054	0.3239768765075054	0.3239768765075054	False	True
